operations_date,site_code,region,incidents_total,incidents_p1,incidents_p2,incidents_p3,work_orders_opened,corrective_work_orders,downtime_hours_total,sla_target_pct,availability_pct,sla_met_flag,capacity_utilization_pct,avg_hall_temperature_f,power_usage_mw,outage_flag,visitor_count,customer_tickets_opened
2024-06-21,CHI01,AMER-East,0,0,0,0,0,0,0.38,99.9,99.954,1,69.3,69.8,27.03,0,43,0
2024-06-22,CHI01,AMER-East,3,0,0,3,2,1,17.33,99.9,99.5,0,68.9,66.4,29.96,0,41,1
2024-06-23,CHI01,AMER-East,2,0,0,2,1,1,11.37,99.9,99.689,0,66.1,69.5,26.75,0,49,1
2024-06-24,CHI01,AMER-East,2,0,1,1,4,1,15.68,99.9,99.623,0,63.2,67.1,27.54,0,43,0
2024-06-25,CHI01,AMER-East,0,0,0,0,0,0,0.7,99.9,99.946,1,69.3,66.1,25.63,0,36,0
2024-06-26,CHI01,AMER-East,0,0,0,0,1,0,3.71,99.9,99.829,0,66.4,70.5,24.98,0,53,0
2024-06-27,CHI01,AMER-East,2,0,0,2,1,1,7.24,99.9,99.784,0,63.2,70.0,27.44,0,50,0
2024-06-28,CHI01,AMER-East,3,0,0,3,1,1,5.25,99.9,99.698,0,69.9,77.6,29.11,0,30,3
2024-06-29,CHI01,AMER-East,1,0,1,0,0,0,0.69,99.9,99.925,1,65.5,68.7,25.74,0,51,0
2024-06-30,CHI01,AMER-East,0,0,0,0,0,0,0.74,99.9,99.986,1,69.8,69.9,29.6,0,37,0
2024-07-01,CHI01,AMER-East,0,0,0,0,1,0,2.53,99.9,99.969,1,71.2,65.1,27.81,0,50,0
2024-07-02,CHI01,AMER-East,2,0,1,1,1,1,11.09,99.9,99.7,0,67.7,71.5,26.21,0,41,0
2024-07-03,CHI01,AMER-East,2,0,0,2,3,3,26.92,99.9,99.407,0,67.1,69.4,25.48,0,26,1
2024-07-04,CHI01,AMER-East,2,0,0,2,2,2,18.67,99.9,99.53,0,68.3,70.7,29.32,0,50,0
2024-07-05,CHI01,AMER-East,4,0,0,4,1,1,9.0,99.9,99.617,0,63.7,76.0,25.37,0,35,0
2024-07-06,CHI01,AMER-East,2,1,0,1,4,2,18.19,99.9,99.541,0,68.8,69.1,26.03,1,46,2
2024-07-07,CHI01,AMER-East,1,0,1,0,0,0,0.61,99.9,99.923,1,64.8,67.9,27.62,0,47,0
2024-07-08,CHI01,AMER-East,3,0,1,2,3,2,15.62,99.9,99.578,0,66.7,72.3,26.93,0,30,2
2024-07-09,CHI01,AMER-East,1,1,0,0,2,1,12.62,99.9,99.684,0,73.4,75.2,29.82,1,45,0
2024-07-10,CHI01,AMER-East,3,0,0,3,3,2,17.47,99.9,99.459,0,73.9,67.7,30.64,0,23,2
2024-07-11,CHI01,AMER-East,0,0,0,0,1,0,2.77,99.9,99.934,1,65.6,66.7,27.38,0,36,0
2024-07-12,CHI01,AMER-East,0,0,0,0,1,1,7.57,99.9,99.805,0,67.3,67.0,28.38,0,31,0
2024-07-13,CHI01,AMER-East,1,1,0,0,1,1,9.56,99.9,99.734,0,66.8,70.4,27.41,1,35,1
2024-07-14,CHI01,AMER-East,0,0,0,0,1,1,2.61,99.9,99.928,1,68.7,66.8,29.43,0,37,0
2024-07-15,CHI01,AMER-East,2,0,1,1,1,1,6.1,99.9,99.768,0,64.8,67.9,27.96,0,41,0
2024-07-16,CHI01,AMER-East,3,0,1,2,2,2,14.67,99.9,99.52,0,72.6,69.7,29.5,0,34,1
2024-07-17,CHI01,AMER-East,0,0,0,0,1,0,1.77,99.9,99.966,1,62.3,66.0,23.21,0,21,0
2024-07-18,CHI01,AMER-East,1,0,0,1,0,0,0.31,99.9,99.932,1,71.8,63.9,30.11,0,42,0
2024-07-19,CHI01,AMER-East,2,0,0,2,3,1,13.52,99.9,99.589,0,74.9,68.1,32.61,0,34,1
2024-07-20,CHI01,AMER-East,1,1,0,0,0,0,0.23,99.9,99.848,0,64.8,66.8,24.06,1,25,0
2024-07-21,CHI01,AMER-East,0,0,0,0,0,0,0.22,99.9,99.97,1,68.4,71.7,27.74,0,49,0
2024-07-22,CHI01,AMER-East,1,0,0,1,1,0,1.54,99.9,99.893,0,66.6,69.9,28.3,0,35,0
2024-07-23,CHI01,AMER-East,1,0,0,1,0,0,0.15,99.9,99.908,1,67.3,69.5,28.48,0,37,0
2024-07-24,CHI01,AMER-East,3,0,0,3,1,1,10.42,99.9,99.665,0,57.4,70.0,23.51,0,27,2
2024-07-25,CHI01,AMER-East,4,0,0,4,2,2,17.76,99.9,99.472,0,74.9,70.0,29.79,0,30,2
2024-07-26,CHI01,AMER-East,0,0,0,0,0,0,0.41,99.9,99.95,1,70.7,65.3,28.26,0,53,0
2024-07-27,CHI01,AMER-East,3,0,1,2,1,1,6.89,99.9,99.681,0,68.2,70.1,25.72,0,29,1
2024-07-28,CHI01,AMER-East,1,0,0,1,2,1,1.91,99.9,99.899,0,73.6,73.3,28.17,0,32,0
2024-07-29,CHI01,AMER-East,1,0,1,0,0,0,0.67,99.9,99.887,0,76.8,69.2,30.17,0,43,0
2024-07-30,CHI01,AMER-East,1,0,0,1,0,0,0.49,99.9,99.907,1,70.9,64.4,28.11,0,44,0
2024-07-31,CHI01,AMER-East,1,1,0,0,0,0,0.1,99.9,99.895,0,70.9,71.4,30.31,1,30,0
2024-08-01,CHI01,AMER-East,2,0,0,2,1,1,8.46,99.9,99.712,0,72.5,68.4,30.38,0,45,0
2024-08-02,CHI01,AMER-East,0,0,0,0,0,0,0.46,99.9,99.946,1,67.0,71.3,28.81,0,45,0
2024-08-03,CHI01,AMER-East,2,0,1,1,2,2,7.67,99.9,99.692,0,66.7,65.6,29.0,0,39,1
2024-08-04,CHI01,AMER-East,0,0,0,0,0,0,0.19,99.9,99.968,1,60.0,68.1,22.33,0,42,0
2024-08-05,CHI01,AMER-East,2,0,1,1,4,4,34.24,99.9,99.211,0,71.6,69.6,29.22,1,20,2
2024-08-06,CHI01,AMER-East,2,0,1,1,1,1,2.69,99.9,99.768,0,70.1,68.6,29.83,0,42,3
2024-08-07,CHI01,AMER-East,0,0,0,0,2,0,3.88,99.9,99.897,0,71.8,68.7,29.11,0,39,0
2024-08-08,CHI01,AMER-East,4,0,0,4,4,3,29.57,99.9,99.208,0,68.4,65.7,25.53,1,50,3
2024-08-09,CHI01,AMER-East,2,0,0,2,3,2,16.15,99.9,99.564,0,70.3,70.1,27.22,0,24,0
2024-08-10,CHI01,AMER-East,1,0,0,1,0,0,0.53,99.9,99.921,1,63.7,72.4,26.12,0,45,0
2024-08-11,CHI01,AMER-East,2,0,0,2,4,4,26.61,99.9,99.372,0,71.8,67.4,26.92,1,34,0
2024-08-12,CHI01,AMER-East,2,0,0,2,2,0,4.63,99.9,99.713,0,67.7,71.2,25.36,0,24,1
2024-08-13,CHI01,AMER-East,4,1,3,0,1,1,8.77,99.9,99.607,0,64.7,68.2,26.89,1,31,1
2024-08-14,CHI01,AMER-East,1,1,0,0,1,1,7.1,99.9,99.777,0,75.4,68.7,31.24,1,20,0
2024-08-15,CHI01,AMER-East,0,0,0,0,0,0,0.58,99.9,99.98,1,75.6,67.6,29.52,0,47,0
2024-08-16,CHI01,AMER-East,2,0,0,2,1,1,7.86,99.9,99.717,0,68.6,64.7,26.16,0,32,1
2024-08-17,CHI01,AMER-East,1,0,0,1,1,1,6.44,99.9,99.837,0,70.2,69.4,29.59,0,42,0
2024-08-18,CHI01,AMER-East,0,0,0,0,0,0,0.01,99.9,99.998,1,64.5,66.6,24.21,0,25,0
2024-08-19,CHI01,AMER-East,0,0,0,0,1,1,4.19,99.9,99.892,0,68.2,64.6,29.03,0,38,0
2024-08-20,CHI01,AMER-East,1,0,1,0,1,1,8.68,99.9,99.783,0,62.3,69.3,23.15,0,30,1
2024-08-21,CHI01,AMER-East,4,0,1,3,3,2,15.76,99.9,99.548,0,65.2,70.1,26.39,0,40,0
2024-08-22,CHI01,AMER-East,1,0,1,0,2,2,4.94,99.9,99.817,0,73.1,68.6,27.06,0,37,1
2024-08-23,CHI01,AMER-East,0,0,0,0,0,0,0.7,99.9,99.989,1,69.6,64.7,26.51,0,38,0
2024-08-24,CHI01,AMER-East,1,0,0,1,3,2,14.94,99.9,99.64,0,71.0,67.6,30.62,0,33,1
2024-08-25,CHI01,AMER-East,1,0,1,0,1,1,15.0,99.9,99.649,0,65.7,68.5,24.44,0,53,0
2024-08-26,CHI01,AMER-East,3,1,0,2,1,1,5.34,99.9,99.742,0,66.0,71.6,25.75,1,31,0
2024-08-27,CHI01,AMER-East,2,0,0,2,1,1,10.21,99.9,99.695,0,67.9,65.0,26.08,0,25,0
2024-08-28,CHI01,AMER-East,1,0,0,1,1,0,1.28,99.9,99.832,0,68.8,66.4,26.25,0,36,0
2024-08-29,CHI01,AMER-East,1,0,0,1,0,0,0.77,99.9,99.903,1,67.2,72.7,26.51,0,37,1
2024-08-30,CHI01,AMER-East,0,0,0,0,0,0,0.41,99.9,99.978,1,66.7,71.0,28.89,0,42,0
2024-08-31,CHI01,AMER-East,1,0,1,0,0,0,0.35,99.9,99.95,1,62.5,70.4,25.51,0,38,0
2024-09-01,CHI01,AMER-East,1,0,0,1,1,1,13.06,99.9,99.694,0,67.9,66.6,28.46,0,34,0
2024-09-02,CHI01,AMER-East,1,0,0,1,3,2,21.22,99.9,99.613,0,71.6,71.4,31.21,0,34,1
2024-09-03,CHI01,AMER-East,1,0,0,1,1,1,9.85,99.9,99.737,0,69.7,68.5,27.82,0,26,1
2024-09-04,CHI01,AMER-East,3,0,0,3,2,2,14.96,99.9,99.527,0,66.1,68.8,25.54,0,39,0
2024-09-05,CHI01,AMER-East,0,0,0,0,0,0,0.78,99.9,99.985,1,68.4,70.2,28.5,0,27,0
2024-09-06,CHI01,AMER-East,1,0,0,1,1,1,5.94,99.9,99.864,0,76.2,66.7,30.52,0,33,1
2024-09-07,CHI01,AMER-East,2,0,0,2,3,1,8.13,99.9,99.705,0,66.8,67.0,27.7,0,42,1
2024-09-08,CHI01,AMER-East,3,0,1,2,4,2,18.48,99.9,99.471,0,68.0,66.0,25.88,0,38,0
2024-09-09,CHI01,AMER-East,1,0,1,0,0,0,0.64,99.9,99.916,1,64.2,66.5,26.26,0,33,0
2024-09-10,CHI01,AMER-East,3,0,0,3,1,1,7.09,99.9,99.673,0,70.7,67.6,29.24,0,34,0
2024-09-11,CHI01,AMER-East,5,0,1,4,3,3,22.1,99.9,99.36,0,61.3,73.3,25.97,1,26,0
2024-09-12,CHI01,AMER-East,3,0,1,2,1,1,12.15,99.9,99.599,0,69.6,67.3,28.52,0,25,2
2024-09-13,CHI01,AMER-East,0,0,0,0,2,1,1.95,99.9,99.945,1,71.2,70.3,30.62,0,25,0
2024-09-14,CHI01,AMER-East,0,0,0,0,0,0,0.49,99.9,99.922,1,66.7,73.3,27.33,0,36,0
2024-09-15,CHI01,AMER-East,2,1,0,1,2,2,12.3,99.9,99.601,0,68.7,71.9,27.95,1,37,0
2024-09-16,CHI01,AMER-East,2,0,1,1,0,0,0.79,99.9,99.831,0,67.0,68.0,27.04,0,40,0
2024-09-17,CHI01,AMER-East,0,0,0,0,1,1,7.57,99.9,99.815,0,67.8,72.8,27.25,0,46,0
2024-09-18,CHI01,AMER-East,3,0,0,3,1,1,3.19,99.9,99.802,0,67.1,69.5,26.23,0,33,1
2024-09-19,CHI01,AMER-East,4,0,1,3,3,2,11.97,99.9,99.6,0,66.4,68.8,28.44,0,37,1
2024-09-20,CHI01,AMER-East,3,0,0,3,1,1,3.81,99.9,99.747,0,68.1,69.6,29.02,0,41,0
2024-09-21,CHI01,AMER-East,2,0,0,2,1,1,8.17,99.9,99.721,0,69.4,67.1,29.1,0,35,0
2024-09-22,CHI01,AMER-East,2,0,0,2,0,0,0.43,99.9,99.903,1,63.1,72.4,26.88,0,48,0
2024-09-23,CHI01,AMER-East,1,0,0,1,1,1,7.05,99.9,99.794,0,58.7,68.1,22.55,0,42,0
2024-09-24,CHI01,AMER-East,2,0,0,2,1,1,12.38,99.9,99.643,0,60.9,67.3,25.03,0,31,1
2024-09-25,CHI01,AMER-East,1,0,0,1,1,1,8.6,99.9,99.774,0,67.6,67.7,28.84,0,39,1
2024-09-26,CHI01,AMER-East,2,0,0,2,2,0,3.15,99.9,99.836,0,65.2,70.0,25.19,0,46,0
2024-09-27,CHI01,AMER-East,0,0,0,0,0,0,0.76,99.9,100.0,1,68.0,67.1,25.42,0,46,0
2024-09-28,CHI01,AMER-East,3,0,0,3,1,1,12.88,99.9,99.606,0,75.0,75.2,32.46,0,50,0
2024-09-29,CHI01,AMER-East,3,0,0,3,0,0,0.63,99.9,99.801,0,62.6,71.0,25.08,0,38,0
2024-09-30,CHI01,AMER-East,0,0,0,0,0,0,0.58,99.9,99.992,1,72.0,71.5,27.75,0,41,0
2024-10-01,CHI01,AMER-East,0,0,0,0,2,1,7.01,99.9,99.803,0,67.1,71.0,27.52,0,28,0
2024-10-02,CHI01,AMER-East,5,1,1,3,1,1,11.23,99.9,99.489,0,68.1,61.4,29.58,1,42,0
2024-10-03,CHI01,AMER-East,3,0,1,2,1,1,4.89,99.9,99.75,0,69.3,71.0,28.65,0,41,0
2024-10-04,CHI01,AMER-East,1,0,0,1,2,2,11.67,99.9,99.665,0,68.6,66.7,28.13,0,42,0
2024-10-05,CHI01,AMER-East,1,0,0,1,1,1,3.73,99.9,99.845,0,71.5,70.6,28.93,0,36,1
2024-10-06,CHI01,AMER-East,1,0,0,1,2,1,5.05,99.9,99.798,0,70.3,73.5,27.7,0,36,0
2024-10-07,CHI01,AMER-East,2,0,1,1,2,2,17.08,99.9,99.585,0,63.7,71.8,23.94,0,34,1
2024-10-08,CHI01,AMER-East,1,0,0,1,0,0,0.51,99.9,99.906,1,73.6,66.9,31.46,0,36,0
2024-10-09,CHI01,AMER-East,0,0,0,0,0,0,0.08,99.9,99.995,1,65.3,72.7,28.08,0,35,0
2024-10-10,CHI01,AMER-East,3,0,2,1,1,1,8.29,99.9,99.665,0,70.7,71.7,30.54,0,40,0
2024-10-11,CHI01,AMER-East,3,0,0,3,1,1,5.77,99.9,99.661,0,69.4,67.1,28.29,0,37,0
2024-10-12,CHI01,AMER-East,0,0,0,0,0,0,0.55,99.9,99.977,1,58.9,68.3,23.11,0,40,0
2024-10-13,CHI01,AMER-East,2,0,0,2,1,1,7.27,99.9,99.728,0,70.8,64.5,29.33,0,31,0
2024-10-14,CHI01,AMER-East,3,0,0,3,4,3,10.9,99.9,99.654,0,61.6,73.6,24.43,0,25,0
2024-10-15,CHI01,AMER-East,1,0,0,1,1,0,2.06,99.9,99.89,0,76.3,70.2,29.19,0,17,0
2024-10-16,CHI01,AMER-East,0,0,0,0,0,0,0.07,99.9,99.97,1,62.8,70.6,23.72,0,43,0
2024-10-17,CHI01,AMER-East,0,0,0,0,0,0,0.62,99.9,99.965,1,67.2,66.1,28.42,0,32,0
2024-10-18,CHI01,AMER-East,1,0,0,1,0,0,0.7,99.9,99.836,0,59.3,67.1,23.04,0,44,0
2024-10-19,CHI01,AMER-East,0,0,0,0,0,0,0.22,99.9,99.928,1,70.9,68.7,30.15,0,46,0
2024-10-20,CHI01,AMER-East,0,0,0,0,0,0,0.2,99.9,99.912,1,68.6,71.7,29.33,0,29,0
2024-10-21,CHI01,AMER-East,0,0,0,0,0,0,0.5,99.9,100.0,1,61.0,66.2,23.86,0,28,0
2024-10-22,CHI01,AMER-East,0,0,0,0,1,1,3.78,99.9,99.888,0,82.8,72.8,30.81,0,25,0
2024-10-23,CHI01,AMER-East,0,0,0,0,0,0,0.09,99.9,100.0,1,65.3,68.6,25.37,0,32,0
2024-10-24,CHI01,AMER-East,0,0,0,0,2,1,5.47,99.9,99.885,0,69.6,71.6,30.17,0,27,0
2024-10-25,CHI01,AMER-East,1,0,0,1,3,2,10.96,99.9,99.761,0,69.5,64.7,26.59,0,39,0
2024-10-26,CHI01,AMER-East,3,0,1,2,2,2,15.45,99.9,99.568,0,70.7,69.8,27.58,0,45,0
2024-10-27,CHI01,AMER-East,2,0,1,1,0,0,0.65,99.9,99.882,0,66.3,64.3,28.94,0,21,0
2024-10-28,CHI01,AMER-East,0,0,0,0,0,0,0.36,99.9,99.995,1,67.6,69.6,26.63,0,33,0
2024-10-29,CHI01,AMER-East,1,0,0,1,0,0,0.57,99.9,99.877,0,70.3,68.8,29.12,0,23,2
2024-10-30,CHI01,AMER-East,0,0,0,0,0,0,0.44,99.9,99.962,1,59.3,69.1,25.33,0,37,0
2024-10-31,CHI01,AMER-East,0,0,0,0,0,0,0.5,99.9,99.971,1,59.8,70.5,23.6,0,35,0
2024-11-01,CHI01,AMER-East,1,0,0,1,1,1,2.55,99.9,99.885,0,76.5,66.4,29.44,0,32,0
2024-11-02,CHI01,AMER-East,2,1,0,1,2,1,11.79,99.9,99.666,0,68.2,72.9,25.42,1,23,0
2024-11-03,CHI01,AMER-East,5,0,2,3,4,3,36.22,99.9,99.071,0,71.0,70.4,28.36,1,28,0
2024-11-04,CHI01,AMER-East,0,0,0,0,0,0,0.52,99.9,99.986,1,70.7,70.0,26.55,0,45,0
2024-11-05,CHI01,AMER-East,2,0,2,0,3,0,5.52,99.9,99.716,0,70.3,66.7,27.98,0,26,0
2024-11-06,CHI01,AMER-East,1,0,1,0,1,0,3.01,99.9,99.868,0,64.0,70.9,27.92,0,21,0
2024-11-07,CHI01,AMER-East,0,0,0,0,2,0,5.42,99.9,99.907,1,68.4,70.7,29.75,0,23,0
2024-11-08,CHI01,AMER-East,3,1,1,1,1,1,11.14,99.9,99.618,0,70.3,70.4,29.09,1,32,3
2024-11-09,CHI01,AMER-East,1,0,0,1,1,0,1.5,99.9,99.904,1,66.6,67.1,28.65,0,24,0
2024-11-10,CHI01,AMER-East,0,0,0,0,0,0,0.68,99.9,99.961,1,59.0,65.5,24.13,0,27,0
2024-11-11,CHI01,AMER-East,1,0,0,1,1,1,5.68,99.9,99.833,0,72.1,68.5,30.57,0,28,0
2024-11-12,CHI01,AMER-East,0,0,0,0,2,0,2.25,99.9,99.94,1,76.0,65.9,31.29,0,37,0
2024-11-13,CHI01,AMER-East,0,0,0,0,2,0,2.36,99.9,99.908,1,66.7,72.4,29.13,0,28,0
2024-11-14,CHI01,AMER-East,0,0,0,0,1,0,0.65,99.9,99.947,1,65.1,69.8,28.19,0,46,0
2024-11-15,CHI01,AMER-East,0,0,0,0,1,0,2.61,99.9,99.886,0,68.7,65.0,29.83,0,33,0
2024-11-16,CHI01,AMER-East,4,0,0,4,1,1,7.19,99.9,99.644,0,66.6,64.9,28.5,0,28,0
2024-11-17,CHI01,AMER-East,1,0,0,1,1,1,8.03,99.9,99.728,0,73.8,68.0,29.73,0,23,0
2024-11-18,CHI01,AMER-East,0,0,0,0,0,0,0.7,99.9,99.985,1,66.6,67.8,28.54,0,33,0
2024-11-19,CHI01,AMER-East,1,0,0,1,1,0,1.49,99.9,99.913,1,64.9,66.8,25.6,0,44,0
2024-11-20,CHI01,AMER-East,2,0,1,1,0,0,0.6,99.9,99.807,0,63.6,64.3,27.76,0,39,1
2024-11-21,CHI01,AMER-East,0,0,0,0,1,1,9.4,99.9,99.749,0,71.5,68.1,28.67,0,41,0
2024-11-22,CHI01,AMER-East,2,0,0,2,2,2,14.64,99.9,99.634,0,72.5,68.5,28.59,0,26,0
2024-11-23,CHI01,AMER-East,1,0,0,1,1,1,7.82,99.9,99.773,0,60.3,66.6,22.29,0,42,0
2024-11-24,CHI01,AMER-East,0,0,0,0,1,1,6.95,99.9,99.876,0,68.3,67.2,28.16,0,19,0
2024-11-25,CHI01,AMER-East,1,0,0,1,2,2,9.59,99.9,99.754,0,59.0,69.1,23.87,0,26,0
2024-11-26,CHI01,AMER-East,2,0,0,2,0,0,0.19,99.9,99.845,0,68.9,69.2,28.74,0,31,0
2024-11-27,CHI01,AMER-East,1,0,0,1,0,0,0.58,99.9,99.944,1,67.6,68.1,27.79,0,30,0
2024-11-28,CHI01,AMER-East,1,0,0,1,2,2,18.32,99.9,99.588,0,74.8,72.1,29.88,0,32,2
2024-11-29,CHI01,AMER-East,0,0,0,0,0,0,0.6,99.9,99.99,1,77.1,69.8,28.99,0,48,0
2024-11-30,CHI01,AMER-East,0,0,0,0,0,0,0.45,99.9,99.991,1,63.8,66.3,24.23,0,34,0
2024-12-01,CHI01,AMER-East,1,0,0,1,1,1,2.34,99.9,99.845,0,64.1,74.5,24.64,0,38,0
2024-12-02,CHI01,AMER-East,2,0,1,1,1,0,2.94,99.9,99.808,0,70.3,69.0,26.98,0,41,0
2024-12-03,CHI01,AMER-East,0,0,0,0,0,0,0.42,99.9,99.901,1,64.2,66.4,25.2,0,38,0
2024-12-04,CHI01,AMER-East,1,0,0,1,1,1,7.44,99.9,99.811,0,66.9,72.5,28.88,0,31,0
2024-12-05,CHI01,AMER-East,0,0,0,0,1,0,2.98,99.9,99.906,1,70.3,66.9,29.18,0,44,0
2024-12-06,CHI01,AMER-East,3,0,2,1,3,0,5.93,99.9,99.705,0,70.2,67.9,27.13,0,41,0
2024-12-07,CHI01,AMER-East,6,1,0,5,2,1,8.72,99.9,99.466,0,67.9,65.8,29.01,1,34,1
2024-12-08,CHI01,AMER-East,1,0,0,1,1,1,2.36,99.9,99.889,0,67.1,69.7,27.83,0,32,1
2024-12-09,CHI01,AMER-East,1,0,0,1,2,2,13.86,99.9,99.658,0,60.2,67.7,23.49,0,42,0
2024-12-10,CHI01,AMER-East,0,0,0,0,1,1,11.9,99.9,99.717,0,69.4,67.9,29.24,0,37,0
2024-12-11,CHI01,AMER-East,0,0,0,0,0,0,0.8,99.9,99.9,1,72.2,69.4,28.94,0,36,0
2024-12-12,CHI01,AMER-East,3,0,1,2,0,0,0.07,99.9,99.798,0,67.6,62.0,29.05,0,41,0
2024-12-13,CHI01,AMER-East,4,0,0,4,2,2,19.58,99.9,99.433,0,74.3,70.2,27.5,0,31,0
2024-12-14,CHI01,AMER-East,1,1,0,0,3,2,9.0,99.9,99.724,0,60.9,72.7,22.66,1,37,1
2024-12-15,CHI01,AMER-East,3,0,1,2,1,1,5.93,99.9,99.674,0,73.0,74.0,28.97,0,36,1
2024-12-16,CHI01,AMER-East,4,0,0,4,3,2,18.03,99.9,99.384,0,69.3,69.1,29.54,1,38,3
2024-12-17,CHI01,AMER-East,2,0,0,2,3,2,10.29,99.9,99.673,0,66.2,74.4,25.62,0,35,0
2024-12-18,CHI01,AMER-East,3,0,0,3,2,2,16.71,99.9,99.548,0,65.9,69.6,28.28,0,34,2
2024-12-19,CHI01,AMER-East,1,0,0,1,2,2,17.17,99.9,99.605,0,67.5,68.7,28.41,0,38,0
2024-12-20,CHI01,AMER-East,0,0,0,0,0,0,0.33,99.9,99.973,1,68.5,70.1,25.68,0,38,0
2024-12-21,CHI01,AMER-East,0,0,0,0,0,0,0.22,99.9,99.924,1,65.6,68.9,26.25,0,33,0
2024-12-22,CHI01,AMER-East,2,0,0,2,1,1,12.32,99.9,99.593,0,68.2,70.9,27.18,0,39,1
2024-12-23,CHI01,AMER-East,4,0,3,1,4,1,18.99,99.9,99.393,0,68.3,67.0,26.29,1,33,2
2024-12-24,CHI01,AMER-East,0,0,0,0,2,0,2.52,99.9,99.924,1,62.8,66.4,24.55,0,31,0
2024-12-25,CHI01,AMER-East,3,1,0,2,2,1,7.71,99.9,99.581,0,67.4,67.0,26.7,1,40,1
2024-12-26,CHI01,AMER-East,1,0,1,0,1,1,7.04,99.9,99.728,0,64.3,70.3,27.88,0,37,0
2024-12-27,CHI01,AMER-East,1,0,0,1,3,0,3.35,99.9,99.809,0,76.8,72.8,29.93,0,25,1
2024-12-28,CHI01,AMER-East,2,0,0,2,2,1,12.41,99.9,99.653,0,66.8,69.0,28.48,0,29,1
2024-12-29,CHI01,AMER-East,2,0,1,1,0,0,0.72,99.9,99.831,0,69.2,64.8,28.33,0,49,1
2024-12-30,CHI01,AMER-East,0,0,0,0,0,0,0.07,99.9,99.98,1,70.1,73.4,30.4,0,38,0
2024-12-31,CHI01,AMER-East,1,0,0,1,0,0,0.64,99.9,99.861,0,64.3,67.5,26.39,0,36,0
2025-01-01,CHI01,AMER-East,2,0,0,2,0,0,0.31,99.9,99.824,0,74.8,64.8,32.44,0,35,1
2025-01-02,CHI01,AMER-East,2,0,0,2,3,3,16.09,99.9,99.517,0,66.6,72.2,27.56,0,50,1
2025-01-03,CHI01,AMER-East,0,0,0,0,0,0,0.64,99.9,99.998,1,68.3,64.3,29.41,0,32,0
2025-01-04,CHI01,AMER-East,0,0,0,0,0,0,0.29,99.9,99.972,1,71.5,70.1,31.03,0,47,0
2025-01-05,CHI01,AMER-East,2,0,0,2,0,0,0.56,99.9,99.87,0,68.9,68.0,26.85,0,41,0
2025-01-06,CHI01,AMER-East,0,0,0,0,1,1,5.97,99.9,99.874,0,71.5,71.4,30.58,0,42,0
2025-01-07,CHI01,AMER-East,0,0,0,0,1,1,9.62,99.9,99.775,0,68.2,69.1,27.03,0,29,0
2025-01-08,CHI01,AMER-East,2,0,0,2,2,2,13.13,99.9,99.655,0,64.9,66.3,26.59,0,35,0
2025-01-09,CHI01,AMER-East,2,0,0,2,0,0,0.46,99.9,99.849,0,72.4,68.7,27.16,0,41,0
2025-01-10,CHI01,AMER-East,2,0,0,2,1,1,8.56,99.9,99.642,0,59.9,68.5,24.23,0,37,0
2025-01-11,CHI01,AMER-East,0,0,0,0,1,1,4.9,99.9,99.853,0,70.8,72.0,29.28,0,42,0
2025-01-12,CHI01,AMER-East,7,0,2,5,3,3,25.88,99.9,99.066,0,72.9,72.8,31.38,1,47,3
2025-01-13,CHI01,AMER-East,2,0,0,2,0,0,0.74,99.9,99.83,0,70.2,70.6,28.07,0,25,1
2025-01-14,CHI01,AMER-East,3,0,1,2,0,0,0.22,99.9,99.743,0,66.6,66.7,25.35,0,19,2
2025-01-15,CHI01,AMER-East,1,0,0,1,3,2,17.97,99.9,99.628,0,68.2,67.5,29.08,0,33,1
2025-01-16,CHI01,AMER-East,0,0,0,0,1,1,2.93,99.9,99.892,0,69.8,66.8,27.82,0,34,0
2025-01-17,CHI01,AMER-East,0,0,0,0,2,1,10.44,99.9,99.737,0,67.7,66.5,27.41,0,43,0
2025-01-18,CHI01,AMER-East,0,0,0,0,1,0,1.4,99.9,99.927,1,67.9,68.8,29.17,0,49,0
2025-01-19,CHI01,AMER-East,2,0,1,1,1,1,12.82,99.9,99.631,0,74.6,70.8,29.56,0,30,0
2025-01-20,CHI01,AMER-East,1,0,0,1,1,0,0.59,99.9,99.94,1,75.0,65.2,28.76,0,37,0
2025-01-21,CHI01,AMER-East,2,0,0,2,1,1,3.72,99.9,99.799,0,68.1,71.2,29.21,0,42,0
2025-01-22,CHI01,AMER-East,0,0,0,0,1,1,12.4,99.9,99.678,0,68.2,66.5,29.25,0,37,0
2025-01-23,CHI01,AMER-East,2,0,0,2,0,0,0.48,99.9,99.829,0,66.0,62.8,26.3,0,37,0
2025-01-24,CHI01,AMER-East,3,0,0,3,2,1,15.47,99.9,99.539,0,78.7,64.1,29.65,0,38,0
2025-01-25,CHI01,AMER-East,1,0,0,1,1,1,7.22,99.9,99.755,0,66.3,65.2,24.86,0,32,1
2025-01-26,CHI01,AMER-East,0,0,0,0,0,0,0.25,99.9,99.946,1,62.1,66.5,25.96,0,11,0
2025-01-27,CHI01,AMER-East,1,0,0,1,2,1,11.77,99.9,99.662,0,69.1,70.7,28.0,0,15,2
2025-01-28,CHI01,AMER-East,0,0,0,0,1,0,1.85,99.9,99.854,0,73.1,71.3,30.81,0,47,0
2025-01-29,CHI01,AMER-East,2,0,0,2,0,0,0.63,99.9,99.883,0,66.3,71.5,28.87,0,38,0
